Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0."
I1670,I1670,SG11 (Seh Gabi #11),petrous,2016,LazaridisNature2016,Direct: IntCal20,6690,52,"4840-4615 calBCE (5870±40 BP, Poz-81107)",..,Iran_C_SehGabi,Seh Gabi,Iran,34.5,47.96,Repulldown on 3.2M snpset,1240K,3,0.132,139895,74389,F,n/a (no relatives detected),n/a (female),n/a (female),19.313236,U3a'c,"[0.967,0.993]",..,..,"ds.half,ds.half,ds.half","S1670.E1.L2,S1670.E1.L3,S1670.E1.L1",PASS,..
I1674,I1674,SG21 (Seh Gabi #21),petrous,2016,LazaridisNature2016,Direct: IntCal20,5831,56,"3978-3798 calBCE (5105±35 BP, Poz-81108)",..,Iran_C_SehGabi,Seh Gabi,Iran,34.5,47.96,Repulldown on 3.2M snpset,1240K,1,0.915,610430,326220,M,n/a (no relatives detected),..,..,334,I1c,"[0.995,1.000]",0.116,0.416,ds.half,S1674.E1.L1,PASS,..
I1290,I1290,GD13A,petrous,2016,LazaridisNature2016,Direct: IntCal20,9806,129,"8170-7606 calBCE (8780±50 BP, Poz-81100)",30-50,Iran_GanjDareh_N,Ganj Dareh,Iran,34.45,48.116,Repulldown on 3.2M snpset,1240K,6,2.098,836565,451986,F,n/a (no relatives detected),n/a (female),n/a (female),112.02565,X1'2'3,"[0.975,0.993]",..,..,"ds.half,ds.half,ds.half,ds.half,ds.half,ds.half","S1628.E1.L1,S1628.E1.L3,S1628.E1.L2,S1290.E1.L1,S1290.E1.L2,S1290.E1.L3",PASS,..
I1944,I1944,GD14B (Ganj Dareh #14b),petrous,2016,NarasimhanPattersonScience2019 (supplement of Lazaridis Nature 2016),Context: Archaeological - Period,9800,87,8000-7700 BCE,..,Iran_GanjDareh_N,Ganj Dareh,Iran,34.45,48.116,Repulldown on 3.2M snpset,1240K,3,0.053958,60411,32583,F,n/a (no relatives detected),n/a (female),n/a (female),4.453256,R2+13500,"[0.859,0.974]",..,..,"ds.half,ds.half,ds.half","S1944.E1.L1,S1944.E1.L2,S1944.E1.L3",PASS,"mtcontam=[0.859,0.974]"
I1945,I1945,GD16 (Ganj Dareh #16),petrous,2016,NarasimhanPattersonScience2019 (supplement of Lazaridis Nature 2016),Context: Archaeological - Period,9800,87,8000-7700 BCE,..,Iran_GanjDareh_N,Ganj Dareh,Iran,34.45,48.116,Repulldown on 3.2M snpset,1240K,2,0.242441,240450,128440,M,n/a (no relatives detected),..,"P1(xQ,R1b1a2,R1a1a1b1a1b,R1a1a1b1a3a,R1a1a1b2a2a) ",14.20985,J1,"[0.911,0.973]",..,..,"ds.half,ds.half","S1945.E1.L2,S1945.E1.L3",PASS,"Xcontam=[0,0], mtcontam=[0.911,0.973]"
I1949,I1949,GD37 (Ganj Dareh #37),petrous,2016,NarasimhanPattersonScience2019 (supplement of Lazaridis Nature 2016),Direct: IntCal20,10042,90,"8242-7954 calBCE (8915±40 BP, PSUAMS-2261)",..,Iran_GanjDareh_N,Ganj Dareh,Iran,34.45,48.116,Repulldown on 3.2M snpset,1240K,3,0.141247,139812,74996,M,n/a (no relatives detected),..,CT,13.450057,R2b,"[0.911,0.974]",..,..,"ds.half,ds.half,ds.half","S1949.E1.L1,S1949.E1.L2,S1949.E1.L3",PASS,"mtcontam=[0.911,0.974]"
I1951,I1951,GD39 (Ganj Dareh #39),petrous,2016,NarasimhanPattersonScience2019 (supplement of Lazaridis Nature 2016),Direct: IntCal20,9848,135,"8198-7613 calBCE (8800±50 BP, Poz-81109)",..,Iran_GanjDareh_N,Ganj Dareh,Iran,34.45,48.116,Repulldown on 3.2M snpset,1240K,2,0.033877,35814,19612,F,n/a (no relatives detected),n/a (female),n/a (female),13.102963,HV,"[0.982,1]",..,..,"ds.half,ds.half","S1951.E1.L1,S1951.E1.L3",PASS,..
I1293_noUDG_d,I1293,"HotuJ, Hotu cave, Mesolithic crania,  juvenile (Hotu-J)",petrous,2016,NarasimhanPattersonScience2019 (higher coverage and damage restricted version of Lazaridis Nature 2016),Context: Archaeological - Period,10800,144,9100-8600 BCE,..,Iran_Mesolithic_HotuIIIb,"Alborz Mountains, near Behshahr, Hotu Cave",Iran,35.591,53.501,1240K pulldown padded to 3.2M snpset,1240K,4,0.033052,38917,21322,M,n/a (no relatives detected),..,..,1.313356,n/a (<2x),n/a (<2x),0.826,0.425,"ds.half,ds.minus,ds.minus,ds.minus","S1293.E1.L1,S1293.E1.L2,S1293.E1.L3,S1293.E1.L4",PASS,..
rath1_noUDG.SG,rath1,rath1,petrous,2016,CassidyPNAS2016,Direct: IntCal20,3897,48,"2031-1830 calBCE (3591±29 BP, UBA-8707)",..,Ireland_EBA.SG,"Rathlin Island,  County Antrim",Ireland,55.292132,-6.191685,Repulldown on 3.2M snpset,Shotgun,..,11.63,1149334,592836,M,n/a (no relatives detected),R-DF21,R1b1a1b1a1a2c1a5,..,U5a1b1e,..,..,..,ds.minus,..,PASS,..
rath2_noUDG.SG,rath2,rath2,petrous,2016,CassidyPNAS2016,Direct: IntCal20,3819,81,"2026-1700 calBCE (3539±54 BP, UBA-8705)",..,Ireland_EBA.SG,"Rathlin Island,  County Antrim",Ireland,55.292132,-6.191685,Repulldown on 3.2M snpset,Shotgun,..,1.63,836235,434433,M,n/a (no relatives detected),R-S5488,R1b1a1b1a1a2c1a5c,..,U5b2a2,..,..,..,ds.minus,..,PASS,..
rath3_noUDG.SG,rath3,rath3,petrous,2016,CassidyPNAS2016,Direct: IntCal20,3580,52,"1736-1539 calBCE (3354±28 BP, UBA-8706)",..,Ireland_EBA.SG,"Rathlin Island,  County Antrim",Ireland,55.292132,-6.191685,Repulldown on 3.2M snpset,Shotgun,..,0.838,566428,296771,M,n/a (no relatives detected),R-L21,R1b1a1b1a1a2c1,..,J2b1a,..,..,..,ds.minus,..,PASS,..
bally_noUDG.SG,bally,bally,petrous,2016,CassidyPNAS2016,Direct: IntCal20,5131,102,"3346-3014 calBCE (4465±38 BP, UBA-7059)",..,Ireland_N.SG,"Ballynahatty,  County Down",Ireland,54.54222222,-5.956666667,Repulldown on 3.2M snpset,Shotgun,..,11.285,1149042,592713,F,n/a (no relatives detected),n/a (female),n/a (female),..,HV0+195,..,..,..,ds.minus,..,PASS,..
I0861_d,I0861,Nat10; H10,petrous,2016,LazaridisAlpaslanRoodenbergScience2022 (higher coverage of previously reported individual from LazaridisNature2016),Context: Archaeological - Period,12700,722,12000-9500 BCE,..,Israel_Natufian,Raqefet Cave,Israel,32.65,35.067,Repulldown on 3.2M snpset,1240K,11,0.014,15842,9190,M,n/a (no relatives detected),..,..,1.616392,n/a (<2x),n/a (<2x),0.876,0.389,"ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ss.half,ss.half,ss.half,ss.half","S0861.E1.L3,S0861.E1.L2,S0861.E1.L1,S0861.E2.L1,S0861.E2.L2,S0861.E4.L2,S0861.E4.L1,S0861.E3.L10,S0861.E3.L7,S0861.E3.L8,S0861.E3.L9",PASS,..
I1685,I1685,"NAT4 (Nat 4, Raqefet, H14)",petrous,2016,LazaridisNature2016,Context: Archaeological - Period,12700,722,12000-9500 BCE,..,Israel_Natufian_contam,Raqefet Cave,Israel,32.65,35.067,Repulldown on 3.2M snpset,1240K,3,0.035306,39747,21431,M,n/a (no relatives detected),..,..,5.251373,J2a2,"[0.815,0.927]",..,..,"ds.half,ds.half,ds.half","S1685.E1.L1,S1685.E1.L2,S1685.E1.L3",QUESTIONABLE,"mtcontam=[0.815,0.927]"
I1685_d,I1685,"NAT4; Nat 4, Raqefet, H14",petrous,2016,LazaridisAlpaslanRoodenbergScience2022 (higher coverage of previously reported individual from LazaridisNature2016),Context: Archaeological - Period,12700,722,12000-9500 BCE,..,Israel_Natufian_d_lc,Raqefet Cave,Israel,32.65,35.067,Repulldown on 3.2M snpset,1240K,8,0.013,14632,7783,M,n/a (no relatives detected),..,..,1.151427,n/a (<2x),n/a (<2x),0.91,0.412,"ds.half,ds.half,ds.half,ds.half,ss.half,ss.half,ss.half,ss.half","S1685.E1.L1,S1685.E1.L2,S1685.E1.L3,S1685.E1.L4,S1685.E1.L10,S1685.E1.L11,S1685.E1.L12,S1685.E1.L9",PASS,..
I1687_d,I1687,"NAT13, Raqefet, H18",petrous,2016,LazaridisAlpaslanRoodenbergScience2022 (higher coverage of previously reported individual from LazaridisNature2016),Direct: IntCal20,13293,108,"11541-11150 calBCE (11405±120 BP, RTK-6607)",..,Israel_Natufian_lc,Raqefet Cave,Israel,32.65,35.067,Repulldown on 3.2M snpset,1240K,8,0.011,12312,6588,F,n/a (no relatives detected),n/a (female),n/a (female),0.608787,n/a (<2x),n/a (<2x),0.927,0.003,"ds.half,ds.half,ds.half,ds.half,ss.half,ss.half,ss.half,ss.half","S1687.E1.L1,S1687.E1.L2,S1687.E1.L3,S1687.E1.L4,S1687.E1.L10,S1687.E1.L11,S1687.E1.L12,S1687.E1.L9",PASS,..
I0861,I0861,Nat10,petrous,2016,LazaridisNature2016,Context: Archaeological - Period,12700,722,12000-9500 BCE,..,Israel_Natufian,Raqefet Cave,Israel,32.65,35.067,Repulldown on 3.2M snpset,1240K,7,0.107,111047,54667,M,n/a (no relatives detected),..,..,5.384151,JT,"[0.804,0.928]",..,..,"ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half","S0861.E1.L3,S0861.E1.L2,S0861.E1.L1,S0861.E2.L1,S0861.E2.L2,S0861.E4.L2,S0861.E4.L1",QUESTIONABLE,"mtcontam=[0.804,0.928]"
I1069,I1069,Nat5 (H13),petrous,2016,LazaridisNature2016,Context: Archaeological - Period,12700,722,12000-9500 BCE,..,Israel_Natufian,Raqefet Cave,Israel,32.65,35.067,Repulldown on 3.2M snpset,1240K,3,0.023222,26048,14133,M,n/a (no relatives detected),..,..,4.628946,HV,"[0.658,0.849]",..,..,"ds.half,ds.half,ds.half","S1069.E1.L1,S1069.E1.L2,S1069.E1.L3",QUESTIONABLE_CRITICAL,"mtcontam=[0.658,0.849]"
I1690,I1690,NAT6,petrous,2016,LazaridisNature2016,Context: Archaeological - Period,12700,722,12000-9500 BCE,..,Israel_Natufian,Raqefet Cave,Israel,32.65,35.067,Repulldown on 3.2M snpset,1240K,3,0.02557,28796,15301,M,n/a (no relatives detected),..,..,1.943086,n/a (<2x),n/a (<2x),..,..,"ds.half,ds.half,ds.half","S1690.E1.L1,S1690.E1.L2,S1690.E1.L3",PASS,..
I1687,I1687,"NAT13 (Raqefet, H18)",petrous,2016,LazaridisNature2016,Direct: IntCal20,13293,108,"11541-11150 calBCE (11405±120 BP, RTK-6607)",..,Israel_Natufian_contam,Raqefet Cave,Israel,32.65,35.067,Repulldown on 3.2M snpset,1240K,3,0.022889,26048,13872,F,n/a (no relatives detected),n/a (female),n/a (female),2.536363,H2a,"[0.792,0.955]",..,..,"ds.half,ds.half,ds.half","S1687.E1.L1,S1687.E1.L2,S1687.E1.L3",QUESTIONABLE_CRITICAL,"sexratio, mtcontam=[0.792,0.955]"
I0867,I0867,"Motz1 (Locus L713) | Motz1 (Motz1, locus L713)",petrous,2016,LazaridisNature2016,Context: Archaeological - Period,8700,318,7300-6200 BCE,..,Israel_PPNB,Motza,Israel,31.79,35.168,Repulldown on 3.2M snpset,1240K,6,2.087,736795,397873,M,n/a (no relatives detected),..,..,126.826302,K1a4b,"[0.974,0.992]",..,..,"ds.half,ds.half,ds.half,ds.half,ds.half,ds.half","S1629.E1.L1,S1629.E1.L2,S1629.E1.L3,S0867.E1.L3,S0867.E1.L2,S0867.E1.L1",PASS,Xcontam=0.015
CL97,CL97,CL97,..,2018,AmorimNatureCommunications2018,Context: Archaeological - Period,1345,14,580-630 CE,..,Italy_North_EarlyMedieval_Langobards_1,"Piedmont, Collegno",Italy,45.0792,7.5783,Repulldown on 3.2M snpset,1240K,..,0.128259,86925,46288,M,"Italy, Piedmont, Collegno Family A (5 members) (CL102 is the mother of CL87, and CL87 is the mother of CL83 and CL84. CL83 and CL84 both have a 2nd or 3rd degree relationship with both CL102 and CL97)",..,..,0.39,n/a (<2x),n/a (<2x),0.0804,..,ds.half,..,PASS,..
CL49_noUDG,CL49,CL49,..,2018,AmorimNatureCommunications2018,Context: Archaeological - Period,1345,14,580-630 CE,..,Italy_North_EarlyMedieval_Langobards_2,"Piedmont, Collegno",Italy,45.0792,7.5783,Repulldown on 3.2M snpset,1240K,..,0.374788,252817,137082,M,"Italy, Piedmont, Collegno Family C (4 members) (CL49 is the father of CL47 and CL53. Both CL47 and CL53 have a 2nd or 3rd degree relationship with CL57)",..,R1b1a1a2a1a2b1a,1.13,n/a (<2x),n/a (<2x),0.2682,..,ds.minus,..,PASS,..
CL110_noUDG,CL110,CL110,..,2018,AmorimNatureCommunications2018,Context: Archaeological - Period,1345,14,580-630 CE,..,Italy_North_EarlyMedieval_Langobards_4,"Piedmont, Collegno",Italy,45.0792,7.5783,Repulldown on 3.2M snpset,1240K,..,0.027824,15578,8208,M,"Italy, Piedmont, Collegno Family B (2 members) (CL110 and CL121 have a 2nd or 3rd degree relationship)",..,R1b1a2a,0.03,n/a (<2x),n/a (<2x),0.2198,..,ds.minus,..,PASS,..
RISE487_noUDG.SG,RISE487,T56,tooth,2015,AllentoftNature2015,Direct: IntCal20,5207,94,"3485-3103 calBCE (4557±28 BP, OxA-X-2621)",..,Italy_North_Remedello_C.SG,"Lombardy, Remedello di Sotto",Italy,45.26,10.379,Repulldown on 3.2M snpset,Shotgun,1,0.223,230658,121130,M,n/a (no relatives detected),..,..,..,H2a,..,..,..,ds.minus,RISE487,PASS,..
RISE489_noUDG.SG,RISE489,T65,tooth,2015,AllentoftNature2015,Direct: IntCal20,4702,96,"2909-2576 calBCE (4185±70 BP, ETH-12188)",..,Italy_North_Remedello_C.SG,"Lombardy, Remedello di Sotto",Italy,45.26,10.379,Repulldown on 3.2M snpset,Shotgun,1,0.548,491028,260043,M,n/a (no relatives detected),..,..,..,X2c1,..,..,..,ds.minus,RISE489,PASS,..
RISE486_noUDG.SG,RISE486,T78,tooth,2015,AllentoftNature2015,Direct: IntCal20,3902,85,"2136-1771 calBCE (3595±55 BP, ETH-12913)",..,Italy_North_Remedello_EBA.SG,"Lombardy, Remedello di Sotto",Italy,45.26,10.379,Repulldown on 3.2M snpset,Shotgun,1,0.289,196204,104169,M,n/a (no relatives detected),..,..,..,J1c1b,..,..,..,ds.minus,RISE486,PASS,..
I1705,I1705,AG98_1 (AG98 EF Cave 5B 005 25),petrous,2016,LazaridisNature2016,Direct: IntCal20,4029,58,"2198-1961 calBCE (3690±35 BP, Poz-81096)",..,Jordan_EBA,'Ain Ghazal,Jordan,31.988,35.976,Repulldown on 3.2M snpset,1240K,1,2.037,688755,375093,M,n/a (no relatives detected),..,J1(xJ1a) ,671,H14a,"[0.992,0.999]",0.157,0.428,ds.half,S1705.E1.L1,PASS,"Xcontam=[0.005,0.013]"
I1706,I1706,AG98_2 (AG 98 EF Cave 5B 007),petrous,2016,LazaridisNature2016,Context: Archaeological - Period,4345,55,2490-2300 BCE,..,Jordan_EBA,'Ain Ghazal,Jordan,31.988,35.976,Repulldown on 3.2M snpset,1240K,1,3.749,693265,378942,F,n/a (no relatives detected),n/a (female),n/a (female),986,X2n,"[0.993,0.999]",0.168,0.012,ds.half,S1706.E1.L1,PASS,..
I1730,I1730,"AG_84_3083_116 (AG 84 3083 116, skull cache)",petrous,2016,LazaridisNature2016,Direct: IntCal20,4356,57,"2557-2296 calBCE (3925±31 BP, OxA-32775)",..,Jordan_EBA,'Ain Ghazal,Jordan,31.988,35.976,Repulldown on 3.2M snpset,1240K,1,1.673,678746,368732,M,n/a (no relatives detected),..,"J(xJ1,J2a,J2b2a) ",470,R0a1a,"[0.992,0.999]",0.145,0.422,ds.half,S1730.E1.L1,PASS,..
I1414_enhanced,I1414,AG84/1; 437,petrous,2016,LazaridisAlpaslanRoodenbergScience2022 (higher coverage of previously reported individual from LazaridisNature2016),Context: Archaeological - Period,10050,115,8300-7900 BCE,..,Jordan_PPNB,'Ain Ghazal,Jordan,31.988,35.976,Repulldown on 3.2M snpset,1240K,4,0.13827,144316,76453,M,n/a (no relatives detected),..,..,20.331281,K1a18,"[0.943,0.983]",0.234,0.398087268,"ds.half,ds.half,ds.half,ds.half","S1414.E1.L1,S1414.E1.L2,S1414.E1.L3,S1414.E1.L4",PASS,..
I1700_enhanced,I1700,"AG88_1; AG88 3681 burial 4-88, temporal bone",petrous,2016,LazaridisAlpaslanRoodenbergScience2022 (higher coverage of previously reported individual from LazaridisNature2016),Context: Archaeological - Period,10050,115,8300-7900 BCE,..,Jordan_PPNB,'Ain Ghazal,Jordan,31.988,35.976,Repulldown on 3.2M snpset,1240K,4,0.119765,123353,65123,M,n/a (no relatives detected),..,..,14.949424,T1a2,"[0.888,0.959]",0.2605,0.400262467,"ds.half,ds.half,ds.half,ds.half","S1700.E1.L1,S1700.E1.L2,S1700.E1.L3,S1700.E1.L4",PASS,"mtcontam=[0.888,0.959]"
I1414,I1414,AG84/1 (North Skull),petrous,2016,LazaridisNature2016,Context: Archaeological - Period,10050,115,8300-7900 BCE,..,Jordan_PPNB,'Ain Ghazal,Jordan,31.988,35.976,Repulldown on 3.2M snpset,1240K,3,0.065226,71921,38002,M,n/a (no relatives detected),..,"E(xE2,E1a,E1b1a1a1c2c3b1,E1b1b1b1a1,E1b1b1b2b)",7.175448,K1a18,"[0.903,0.975]",..,..,"ds.half,ds.half,ds.half","S1414.E1.L1,S1414.E1.L2,S1414.E1.L3",PASS,"mtcontam=[0.903,0.975]"
I1700,I1700,"AG88_1 (AG88 3681 burial 4-88,)",petrous,2016,LazaridisNature2016,Context: Archaeological - Period,10050,115,8300-7900 BCE,..,Jordan_PPNB,'Ain Ghazal,Jordan,31.988,35.976,Repulldown on 3.2M snpset,1240K,3,0.044994,49050,26139,M,n/a (no relatives detected),..,..,5.612107,T1a2,"[0.843,0.959]",..,..,"ds.half,ds.half,ds.half","S1700.E1.L1,S1700.E1.L2,S1700.E1.L3",PASS,"mtcontam=[0.843,0.959]"
ERS1790729_noUDG.SG,ERS1790729,burial 46,petrous,2017,HaberAJHG2017,Context: Archaeological - Period,3750,58,1900-1700 BCE,..,Lebanon_MBA.SG,"Sidon, College Site",Lebanon,33.561623,35.371184,Repulldown on 3.2M snpset,Shotgun,1,0.402865,284216,149237,F,n/a (no relatives detected),n/a (female),n/a (female),..,H1bc,..,..,..,ds.minus,ERS1790729,PASS,..
ERS1790730_noUDG.SG,ERS1790730,burial 65,petrous,2017,HaberAJHG2017,Context: Archaeological - Period,3650,58,1800-1600 BCE,..,Lebanon_MBA.SG,"Sidon, College Site",Lebanon,33.561623,35.371184,Repulldown on 3.2M snpset,Shotgun,1,1.259127,653925,351532,F,n/a (no relatives detected),n/a (female),n/a (female),..,K1a2,..,..,..,ds.minus,ERS1790730,PASS,..
ERS1790731_noUDG.SG,ERS1790731,burial 75,petrous,2017,HaberAJHG2017,Context: Archaeological - Period,3750,58,1900-1700 BCE,..,Lebanon_MBA.SG,"Sidon, College Site",Lebanon,33.561623,35.371184,Repulldown on 3.2M snpset,Shotgun,1,2.102087,838246,438713,F,n/a (no relatives detected),n/a (female),n/a (female),..,R2,..,..,..,ds.minus,ERS1790731,PASS,..
ERS1790732_noUDG.SG,ERS1790732,burial 63,petrous,2017,HaberAJHG2017,Context: Archaeological - Period,3650,58,1800-1600 BCE,..,Lebanon_MBA.SG,"Sidon, College Site",Lebanon,33.561623,35.371184,Repulldown on 3.2M snpset,Shotgun,1,1.716626,776378,412342,M,n/a (no relatives detected),..,..,..,HV1b1,..,..,..,ds.minus,ERS1790732,PASS,"Xcontam=[0.008,0.016]"
ERS1790733_noUDG.SG,ERS1790733,burial 54,petrous,2017,HaberAJHG2017,Direct: IntCal20,3775,64,"1950-1692 calBCE (3505±45 BP, VERA-3890)",..,Lebanon_MBA.SG,"Sidon, College Site",Lebanon,33.561623,35.371184,Repulldown on 3.2M snpset,Shotgun,1,1.142294,615219,326976,M,n/a (no relatives detected),..,..,..,N1a3a,..,..,..,ds.minus,ERS1790733,PASS,"Xcontam=[0.007,0.027]"
RISE598_noUDG.SG,RISE598,"1755, bog find",bone,2015,AllentoftNature2015,Direct: IntCal20,2653,115,"906-477 calBCE (2590±75 BP, Ua-16681)",..,Lithuania_LBA.SG,Turlojiske,Lithuania,54.358,23.302,Repulldown on 3.2M snpset,Shotgun,1,0.015,18158,10038,M,n/a (no relatives detected),..,..,..,H2a2,..,..,..,ds.minus,RISE598,PASS,..
ARS001.A0101,ARS001,2006-1,bone (long bone),2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,2880,64,"1048-816 calBCE (2779±50 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.656833,99.726694,Repulldown on 3.2M snpset,1240K,..,1.4927,727089,392321,M,n/a (no relatives detected),..,..,..,D4,..,..,..,..,..,PASS,..
ARS002.B0101,ARS002,2006-2,tooth,2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,3055,81,"1261-932 calBCE (2910±52 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.659472,99.72775,Repulldown on 3.2M snpset,1240K,..,0.87199,556486,301602,F,n/a (no relatives detected),n/a (female),n/a (female),..,D4j5,..,..,..,..,..,PASS,..
ARS003.B0101,ARS003,2006-3,tooth,2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,3247,73,"1423-1127 calBCE (3044±50 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.506111,99.69325,Repulldown on 3.2M snpset,1240K,..,0.190507,169979,90574,M,n/a (no relatives detected),..,..,..,U5a2d1,..,..,..,..,..,PASS,..
ARS004.A0101,ARS004,2006-6,bone (long bone),2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,2983,82,"1211-901 calBCE (2857±54 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.692222,99.766361,Repulldown on 3.2M snpset,1240K,..,0.559155,423030,223034,M,n/a (no relatives detected),..,..,..,F2a,..,..,..,..,..,PASS,..
ARS005.A0101,ARS005,2006-7,bone (long bone),2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,3038,84,"1257-926 calBCE (2897±55 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.692583,99.76675,Repulldown on 3.2M snpset,1240K,..,0.76306,530582,286057,M,n/a (no relatives detected),..,..,..,D4e1,..,..,..,..,..,PASS,..
ARS006.A0101,ARS006,2007-8,bone (long bone),2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,3003,76,"1207-920 calBCE (2872±48 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.690139,99.760694,Repulldown on 3.2M snpset,1240K,..,1.400376,736162,397764,F,n/a (no relatives detected),n/a (female),n/a (female),..,C4a1a+195 ,..,..,..,..,..,PASS,..
ARS007.B0101,ARS007,2007-9,tooth,2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,3172,83,"1389-1054 calBCE (2991±48 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.689639,99.773611,Repulldown on 3.2M snpset,1240K,..,1.624319,780769,419898,M,n/a (no relatives detected),..,..,..,A+152+16362 ,..,..,..,..,..,PASS,..
ARS008.A0101,ARS008,2007-10,tooth,2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,3173,83,"1390-1055 calBCE (2992±48 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.690444,99.773917,Repulldown on 3.2M snpset,1240K,..,3.481693,906343,488386,M,n/a (no relatives detected),..,..,..,C4a2c ,..,..,..,..,..,PASS,..
ARS011.A0101,ARS011,2007-16,bone (long bone),2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,3081,79,"1283-940 calBCE (2930±50 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.657333,99.725944,Repulldown on 3.2M snpset,1240K,..,0.108194,105744,56423,M,n/a (no relatives detected),..,..,..,..,..,..,..,..,..,PASS,..
ARS012.A0101,ARS012,2007-17,bone (long bone),2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,3229,77,"1412-1126 calBCE (3029±49 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.657361,99.726389,Repulldown on 3.2M snpset,1240K,..,0.2793,255300,134950,F,n/a (no relatives detected),n/a (female),n/a (female),..,C4a2a1 ,..,..,..,..,..,PASS,..
ARS013.A0101,ARS013,2007-18,bone (long bone),2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,3279,64,"1446-1204 calBCE (3074±49 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.6575,99.727556,Repulldown on 3.2M snpset,1240K,..,0.137924,134218,71629,F,n/a (no relatives detected),n/a (female),n/a (female),..,C,..,..,..,..,..,PASS,..
ARS014.B0101,ARS014,2007-22,tooth,2018,JeongPNAS2018,Direct (WARNING MISSING LAB CODE): IntCal20,3234,76,"1415-1127 calBCE (3033±49 BP, A-)",..,Mongolia_LBA_Khovsgol_6,"Khovsgol aimag, Arbulag sorum",Mongolia,49.6575,99.723667,Repulldown on 3.2M snpset,1240K,..,0.355871,308310,166318,F,n/a (no relatives detected),n/a (female),n/a (female),..,C4a2c1,..,..,..,..,..,PASS,..
